Page_no,Link_no,Address,Sold_price,List_price,Style,Bedrooms,Bathrooms,Sqft_min,Sqft_max,Latitude,Longitude,Postal_code,Added_at,Sold_at,Last_status,Link_path,Address_path,Link_num,Title,Type,Exterior,Basement,Parking,Kitchens,Lot_frontage,Lot_depth,Parking_included,Parking_spaces,Approx_age,Extras,Is_rental,Description,MLS,Neighbourhood,Link,Garage,Heat,Heating_fuel,AC
24,554,14 Peel St N,675000.0,675000.0,house-detached,2,1,700,1100,-79.9666342,43.2700779,L9H297,2020-12-11T16:47:56.012Z,2020-12-29T04:00:00.000Z,Sld,/hamilton-on-real-estate/10383332-14-peel-st-n-hamilton-on-l9h297-vow,/hamilton-on-real-estate/14-peel-st-n,554,"14 Peel St N, Hamilton (X5063098) | Zoocasa",Detached,Brick and Vinyl Siding,Part Bsmt and Unfinished,2,1,60 feet,60 feet,True,2.0,100+,New In-Suite Laundry Added To The Home In The Basement. Easy To Maintain Lot With Beautiful Views. Great Condo Alternative. Don'T Delay!**Interboard Listing:  Hamilton - Burlington R. E. Assoc**,False,"Wow, What A View! A Fantastic Investment Property, Starter Home, Downsize, Professionals, Work From Home Space Or Property For Small Family! Enjoy The Dundas Peak From Your Kitchen Sink, Backyard And Master Bedroom Walk-Out Deck. Complete Head To Toe Renovation In Sought After, Walkable Neighbourhood. New Roof, New Soffit/Eave/Fascia/Exterior Doors And Paint On Exterior. New Flooring, Trim/Baseboard/Doors, New Kitchen, Appliances, Bath & Fixtures!",X5063098,Dundas,http://www.zoocasa.com//hamilton-on-real-estate/10383332-14-peel-st-n-hamilton-on-l9h297-vow,None,Forced Air,Gas,Central Air
24,555,156 Birch Ave,467000.0,479000.0,house-detached,4,3,1100,1500,-79.839258,43.2582764,L8L6H9,2020-12-02T01:44:14.066Z,2020-12-29T04:00:00.000Z,Sld,/hamilton-on-real-estate/10344315-156-birch-ave-hamilton-on-l8l6h9,/hamilton-on-real-estate/156-birch-ave,555,"156 Birch Ave, Hamilton (X5053755) | Zoocasa",Detached,Vinyl Siding,Full and Sep Entrance,1,2,20 feet,78.16 feet,True,1.0,100+,"2 Stoves, Fridge, Washer And Dryer.",False,"Spacious 4+1 Bed 3 Bath, Perfect In Law Suite With Side Entrance Complete With Laundry, Kitchen, Bedroom, 3 Piece Bath. Main Floor, Large Eat In Kitchen. The Second Floor Renovated 4 Pce Bathroom With 3 Bedrooms Also Recently Touched Up. Third Floor, A Large Loft Master Bedroom. Close To Bus Routes, Schools, Highway And Shopping, This Home Also Sits Close The Highly Anticipated Barton Lofts. Close To Amenities.",X5053755,Gibson,http://www.zoocasa.com//hamilton-on-real-estate/10344315-156-birch-ave-hamilton-on-l8l6h9,None,Forced Air,Gas,Central Air
24,556,98 West Ave N,425000.0,439900.0,house-semidetached,2,2,,700,-79.85661069999999,43.2561939,L8L5C3,2020-11-16T16:47:21.175Z,2020-12-29T04:00:00.000Z,Sld,/hamilton-on-real-estate/9974459-98-west-ave-n-hamilton-on-l8l5c3-vow,/hamilton-on-real-estate/98-west-ave-n,556,"98 West Ave N, Hamilton (X4990592) | Zoocasa",Semi-Detached,Brick,Apartment,0,1,25 feet,58.5 feet,True,0.0,100+,Tenant Pays $1250 Plus Utilities. **Interboard Listing:  Hamilton - Burlington R. E. Assoc**,False,Turn Key Low Maintenance Semi-Detached Bungalow. Full Brick W/ 2 Self Contained Units. Perfect In Law Set Up. Updated Units W/ Both Separate Laundry. Daikin Inverter Heating & A/C System (2019). Upper Unit Features 2 Beds W/ Eat In Kitchen. Lower 1 Bed Cozy Unit W/ Great Tenant.,X4990592,Landsdale,http://www.zoocasa.com//hamilton-on-real-estate/9974459-98-west-ave-n-hamilton-on-l8l5c3-vow,None,Heat Pump,Gas,Wall Unit
24,557,53 Joanne Crt,2625000.0,2749000.0,house-detached,4,4,,,-79.990667,43.2231389,L9G1B2,2020-09-25T15:50:17.257Z,2020-12-29T04:00:00.000Z,Sld,/hamilton-on-real-estate/7304221-53-joanne-crt-hamilton-on-l9g1b2-vow,/hamilton-on-real-estate/53-joanne-ct,557,"53 Joanne Crt, Hamilton (X4928206) | Zoocasa",Detached,Brick and Stone,Full and Unfinished,9,1,70 feet,214 feet,True,9.0,,**Interboard Listing:  Hamilton - Burilington R. E. Assoc**,False,"Spectacular Custom Luxury Bungaloft In The Prestigious Oakhill Neighbourhood. There Are 3 Bedrooms, 4 Baths And Almost 3400 Sqft. Above Grade. This Magnificent Home Is Situated On A Premium 70 X 214 Ft. Pie-Shaped Property With 132 Ft. Across The Rear And Surrounded By Towering Mature Trees. Exceptional Curb Appeal And A Pristine Attention To Detail - High-End Unique Fixtures And Finishes Throughout.",X4928206,Oakhill,http://www.zoocasa.com//hamilton-on-real-estate/7304221-53-joanne-crt-hamilton-on-l9g1b2-vow,Attached,Forced Air,Gas,Central Air
24,558,75 Golden Iris Cres,840250.0,799000.0,house-attached,3,3,1500,2000,-79.88196420000001,43.3465921,L0R2H8,2020-12-27T15:34:30.551Z,2020-12-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/10410868-75-golden-iris-cres-hamilton-on-l0r2h8,/hamilton-on-real-estate/75-golden-iris-cres,558,"75 Golden Iris Cres, Hamilton (X5071168) | Zoocasa",Att/Row/Twnhouse,Brick,Finished and Full,3,1,24.61 feet,109.91 feet,True,3.0,6-15,"Professionally Finished Basement Adds A Ton More Of Living Space And Enjoy The Child Safe Surroundings In This Up And Coming Community. Inc:All S.S Kitchen Appliances, Washer&Dryer, All Elf'S, Window Coverings, Garage Dr Opener Plus Remote.",False,"Start Your 2021 Off Right. Don'T Miss The Opportunity To Call 75 Golden Ires Cres Your New Home. Beautiful Meticulously Maintained  3 Bed Home Loaded With Upgrades. Kitchen Comes With S/S Appliances & Breakfast Bar. Cali Shutters And Custom Blinds. Fully Fenced Yard With Large Deck, Gazebo And Shed. The Master Retreat Features A Walk-In Closet And An Ensuite With Sep Shower And Soaker Tub. Front And Backyard Aggregate Stone Patio And Walkways.",X5071168,Waterdown North,http://www.zoocasa.com//hamilton-on-real-estate/10410868-75-golden-iris-cres-hamilton-on-l0r2h8,Attached,Forced Air,Gas,Central Air
24,559,100 Ferguson Ave N,366000.0,249000.0,house-semidetached,3,1,700,1100,-79.86006750000001,43.2574002,L8R1L5,2020-12-22T15:47:19.423Z,2020-12-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/10404618-100-ferguson-ave-n-hamilton-on-l8r1l5-vow,/hamilton-on-real-estate/100-ferguson-ave-n,559,"100 Ferguson Ave N, Hamilton (X5069707) | Zoocasa",Semi-Detached,Alum Siding and Brick,Part Bsmt and Unfinished,1,1,28.5 feet,145 feet,True,1.0,100+,"Property Is Being Sold In As-Is Condition With No Warranty Given By The Estate. Roof Was Replaced 2016ish. Furnace & Ac Were Replaced 2006ish. All Room Sizes, Square Footage & Ages **Interboard Listing :  Hamilton - Burlington R. E. Assoc**",False,"Here Is A Great Opportunity For First Time Buyers Or Investors Looking For Their Next Project! This Approximately 1000 Sqft Semi-Detached Has Had Many Of The Main Components Of The Home Updated; Roof, Windows, Furnace & Ac. This Home Features High Ceilings, 3 Generous Size Bedrooms, 4pce Bathroom, A Spacious Living Room, And Family Sized Eat-In Kitchen. Huge, Fenced Yard With A Detached Double Car Garage.",X5069707,Beasley,http://www.zoocasa.com//hamilton-on-real-estate/10404618-100-ferguson-ave-n-hamilton-on-l8r1l5-vow,None,Forced Air,Gas,Central Air
24,560,320 Weir St,630000.0,549900.0,house-detached,3,3,,,-79.7992268,43.2487737,L8H5G5,2020-12-22T12:34:44.685Z,2020-12-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/10403794-320-weir-st-hamilton-on-l8h5g5,/hamilton-on-real-estate/320-weir-st-n,560,"320 Weir St, Hamilton (X5069537) | Zoocasa",Detached,Vinyl Siding,Finished and Sep Entrance,3,2,40 feet,90 feet,True,3.0,100+,"Inclusions: Fridges, Stove, Dishwasher, Over Range Mic, Basement Fridge And Stove, Washer, Dryer (All Appliances Are As Is), Elf'S, Dining Mirror On Main Floor. Rental: Hot Water Heater",False,"Calling All Investors And First Time Home Buyers!! Fully Updated 1 1/2 Storey Home. Close To All Amenities And Hwy Access. Comfortable Main Floor Family Room, Enjoy Entertaining In This Spacious Kitchen And Dining Room . Powder Room, Loads Of Natural Light, Patio Door With Built In Mini-Blinds Leading Out To Generous Sized Private Backyard With A Large City Park Behind. Second Floor: 2 Bedrooms, Laundry Room W/Stackable W/D, Full 4 Pc Jack/Jill Master Bath.",X5069537,Homeside,http://www.zoocasa.com//hamilton-on-real-estate/10403794-320-weir-st-hamilton-on-l8h5g5,None,Forced Air,Gas,Central Air
24,561,211 Bowman St,595000.0,599900.0,house-detached,3,2,,,-79.91937949999999,43.25179259999999,L8S2T9,2020-11-03T12:35:09.260Z,2020-12-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/9931503-211-bowman-st-hamilton-on-l8s2t9,/hamilton-on-real-estate/211-bowman-st,561,"211 Bowman St, Hamilton (X4976351) | Zoocasa",Detached,Alum Siding and Vinyl Siding,Finished,4,1,39.99 feet,100 feet,True,4.0,,"Ample Opportunity In This Home. Property Has Been Inspected By Both The City Of Hamilton Fire Department And By-Law Office. This One Won'T Last Long, Book In Your Showing Today.",False,"Perfect Investment Opportunity Awaits In This Well Kept Five Bedroom, Two Washroom Fully Detached Home. In The Most Desirable Area Of Ainslie Wood, Making It Ideal For Both Tenants And Families. Cash Flowing Property Nets Over $40k Per Year. Very Well Maintained With Hardwood Floors Throughout, Spacious Living/Dinning Room And A Fully Finished Basement With Two Bedrooms. Newly Renovated Washrooms, Freshly Painted Throughout, Turn Key Investment Opportunity.",X4976351,Ainslie Wood East,http://www.zoocasa.com//hamilton-on-real-estate/9931503-211-bowman-st-hamilton-on-l8s2t9,None,Forced Air,Gas,Central Air
24,562,125 Shoreview Pl,449000.0,469000.0,condo-highrise,2,1,700,799,-79.72066629999999,43.23862860000001,L8E0K3,2020-10-24T15:41:43.424Z,2020-12-28T04:00:00.000Z,Sld,/hamilton-on-real-estate/9791382-111-125-shoreview-pl-hamilton-on-l8e0k3,/hamilton-on-real-estate/111-125-shoreview-pl,562,"111 - 125 Shoreview Pl, Hamilton (X4966294) | Zoocasa",Condo Apt,Concrete and Stucco/Plaster,None,1,1,,,True,1.0,,"Inclusions: Stainless Steel Fridge, Stove, Built-In Dishwasher And Above Stove Microwave, Stackable Washer/Dryer, Window Coverings",False,"Gorgeous Ground Floor End Unit, Private & Peaceful, Forest-Facing, Just A Stroll Away To The Lake. Bright & Open Floor Plan With Upgraded Vinyl Floors. Quartz Counter Tops And Stainless Steel Appliances In The Kitchen. Living Room With Walk Out Terrace - Feels Like Your Own Private Backyard. California Shutters Throughout With Extra Window For Natural Light. Upgraded Washer & Dryer. Lakeview Living At Its Best With Amenities & Beautiful Roof Top Terrace.",X4966294,Community Beach,http://www.zoocasa.com//hamilton-on-real-estate/9791382-111-125-shoreview-pl-hamilton-on-l8e0k3,Undergrnd,Other,Other,Central Air
24,563,7 Haskins Crt,900000.0,839000.0,house-detached,2,4,2000,2500,-79.793015,43.2179448,L8K6R1,2020-12-23T16:46:48.838Z,2020-12-27T04:00:00.000Z,Sld,/hamilton-on-real-estate/10406878-7-haskins-crt-hamilton-on-l8k6r1-vow,/hamilton-on-real-estate/7-haskins-ct,563,"7 Haskins Crt, Hamilton (X5070331) | Zoocasa",Detached,Brick,Fin W/O,5.5,1,26.57 feet,119.61 feet,True,5.5,16-30,Suitable For Investment As Well As Current Month To Month Rented For $3100. *Interboard Listing: Hamilton - Burlington R.E. Assoc*,False,"Seeing Is Believing! This Gorgeous 2 Storey W/ Modern Finishes & Top Quality Gourmet Kitchen W/ Lots Of Upgrades. W/ Open Concept Entry, Glass Railing, Rich Hardwood Flooring, Huge Master Bedroom W/ Double Door Entry, Fireplace, Beautiful Walk In Closet, Luxurious Ensuite! Fully Finished Basement W/ Rec Room, Bedroom W/ Fireplace, 4th Bathroom, Den, Fruit Cellar. Private Pie Shaped Backyard W/ Big Deck, Patio, Gazebo & Brick Storage Building W/ Pizza Oven.",X5070331,Red Hill,http://www.zoocasa.com//hamilton-on-real-estate/10406878-7-haskins-crt-hamilton-on-l8k6r1-vow,Detached,Forced Air,Gas,Central Air
24,564,113 Wellington St,860000.0,899900.0,house-detached,3,1,1100,1500,-79.8959831,43.3420378,L0R2H0,2020-12-18T16:34:36.859Z,2020-12-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/10397987-113-wellington-st-hamilton-on-l0r2h0,/hamilton-on-real-estate/113-wellington-st,564,"113 Wellington St, Hamilton (X5067763) | Zoocasa",Detached,Alum Siding,Crawl Space,3,1,75 feet,173.5 feet,True,3.0,51-99,"Please Note The Basement Is A Crawlspace Only With Access From The Garage. Water Heater Owned. Appliances ""As Is"" Are Included.",False,"Outstanding Location And Park Like, Large Lot (75 X 173.5) In Core Of Waterdown At Cul De Sac End Of Street! Walking Distance To Schools, Memorial Park, Wetland Trail, Shops And Restaurants! This Home Is Nestled Among High End Larger Homes And New Builds And Is A Premium Location For A New Build, Addition Or Update And Enjoy This Solid Bungalow! Partially Updated Bathroom. Don'T Miss This Rare Offering!",X5067763,Braeheid Survey,http://www.zoocasa.com//hamilton-on-real-estate/10397987-113-wellington-st-hamilton-on-l0r2h0,Attached,Forced Air,Gas,Central Air
24,565,851 Upper Wellington St,586000.0,489900.0,house-detached,2,1,1100,1500,-79.8707431,43.2284205,L9A3R8,2020-12-21T17:45:56.651Z,2020-12-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/10402796-851-upper-wellington-st-hamilton-on-l9a3r8-vow,/hamilton-on-real-estate/851-upper-wellington-st,565,"851 Upper Wellington St, Hamilton (X5069111) | Zoocasa",Detached,Vinyl Siding,Full,5.5,1,50 feet,100 feet,True,5.5,51-99,"Here Is A Detached Home In The Desired Hill Park Area. Close To Great Schools, Countless Amenities, Bus Routes, Highway Access & More!**Interboard Listing:  Hamilton - Burlington R. E. Assoc**",False,"This Home Is Ready For Someone To Update & Live In, Rent Or Flip. The Possibilities Are Endless! Notable Features Are The Lrg 4 Car Driveway, Attached 1.5 Car Garage W/Automatic Opener, Separate Side Entrance, Eat In Kitchen, Formal Dining Room (Easily Converted Into A 3rd Main Level Bedroom), New Furnace (2020), Central Air Conditioning, Central Vacuum, 5 Year New Roof (Done By D'Angelo In 2015), Hardwood On Main Level Under The Carpet, & A Large Yard.",X5069111,Hill Park,http://www.zoocasa.com//hamilton-on-real-estate/10402796-851-upper-wellington-st-hamilton-on-l9a3r8-vow,Attached,Forced Air,Gas,Central Air
24,566,377 Glancaster Rd,540000.0,529900.0,townhouse,2,2,1200,1399,-79.9317312,43.1996489,L9G0G4,2020-12-12T20:38:13.467Z,2020-12-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/10385653-55-377-glancaster-rd-hamilton-on-l9g0g4,/hamilton-on-real-estate/55-377-glancaster-rd,566,"55 - 377 Glancaster Rd, Hamilton (X5064022) | Zoocasa",Condo Townhouse,Brick and Stone,None,2,1,,,True,2.0,0-5,"Rental Equipment: Hot Water Heater, Furnace/Ac, Heat Pump",False,"Beautiful Condo Townhouse For Sale In Great Family Friendly Area. Nice Open Concept Main Living Area W/ 9' Ceilings, Pot Lights, Upgraded Light Fixtures & Walk-Out To Balcony. Eat-In Kitchen W/ Quartz Countertops & Stainless Steel Appliances. Freshly Painted Throughout. Master Bedroom W/ Walk-In Closet. Upgraded Main Bathroom. Bedroom Level Laundry. Close Proximity To Schools, Parks, Trails And Major Amenities.",X5064022,Carpenter,http://www.zoocasa.com//hamilton-on-real-estate/10385653-55-377-glancaster-rd-hamilton-on-l9g0g4,Built-In,Forced Air,Gas,Central Air
24,567,130 West 28th St,760000.0,799900.0,house-detached,5,3,2000,2500,-79.90853489999999,43.2382204,L9C5B2,2020-12-02T17:49:28.153Z,2020-12-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/10346761-130-west-28th-st-hamilton-on-l9c5b2-vow,/hamilton-on-real-estate/130-w-28th-st,567,"130 West 28th St, Hamilton (X5054674) | Zoocasa",Detached,Vinyl Siding and Brick,Full,6,2,50 feet,110 feet,True,6.0,51-99,"Incl:  Fridge, Stove Dishwasher, Basement Fridge, Basement Gas Stove, Basement, Dishwasher, All Window Coverings, All Electrical Light Fixtures, All Bathroom Mirrors, Shed Rental: Hot Water Heater",False,"Bigger Than It Looks! West Mtn, 5 Bedroom Family Home. 2 Main Floor Bedrooms & 3 Upper Bedrooms. Large Finished Basement With Separate Entrance Potential To Make Basement Into A Rental Suite. Large Concrete Driveway To Accommodate 6-7 Cars. Back Deck With Disability Access Ramp. Located In Very Desirable Neighbourhood Close To Schools, Parks And Highway Access & Just Around The Corner From Mohawk College.",X5054674,Westcliffe East,http://www.zoocasa.com//hamilton-on-real-estate/10346761-130-west-28th-st-hamilton-on-l9c5b2-vow,None,Forced Air,Gas,Central Air
24,568,1044 Upper Paradise Rd,695000.0,699777.0,house-detached,3,2,1100,1500,-79.9208783,43.2139221,L9B2V6,2020-11-24T16:37:04.079Z,2020-12-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/10237646-1044-upper-paradise-rd-hamilton-on-l9b2v6,/hamilton-on-real-estate/1044-upper-paradise-rd,568,"1044 Upper Paradise Rd, Hamilton (X4998468) | Zoocasa",Detached,Brick and Vinyl Siding,Full and Part Fin,3,1,40.03 feet,101.15 feet,True,3.0,16-30,"Incl: Frdge, Stove, Dw, Washer, Dryer, Otr Microwave, All Window Coverings. Rental: Hot Water Heater.",False,"Well Maintained 4 Lvl Backsplit In A Well Established Neighbrhd Close To All Amenities. 3 Bdrms On Upper Lvl And 1 Bdrm On The Lower Lvl W/2 Full Bathrooms. Huge Rec Room, Laminate Flooring & Much More. Pride Of Ownership Is Evident. Walking Distance To Parks, Schools, Beautiful Trails. Rsa",X4998468,Falkirk West,http://www.zoocasa.com//hamilton-on-real-estate/10237646-1044-upper-paradise-rd-hamilton-on-l9b2v6,Attached,Forced Air,Gas,Central Air
24,569,47 Sandy Dr,885000.0,899900.0,house-detached,4,4,2000,2500,-79.7019984,43.2215313,L8E4X4,2020-09-30T20:37:45.198Z,2020-12-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/7933361-47-sandy-dr-hamilton-on-l8e4x4,/hamilton-on-real-estate/47-sandy-dr,569,"47 Sandy Dr, Hamilton (X4934550) | Zoocasa",Detached,Brick,Full and Part Fin,5,1,46.7 feet,121.82 feet,True,5.0,31-50,"Inclusions: Fridge, Stove, Microwave, Washer, Dryer, All Electrical Light Fixtures, All Window Coverings, 2 Auto Garage Door Remotes. Exclusions: Basement Stove.",False,"This Beautiful Well Kept & Updated Home Is In The Best Location For Schools, Parks, & Quick Access To The Qew. 4+2 Bedrooms, 4 Baths & 2 Kitchens There Is Plenty Of Space For Whatever Your Family'S Needs, Playroom, Hobbies, Home Office. There'S Even An Insulated & Heated Double Garage Perfect For Any Car Enthusiast Or To Protect Your Vehicles From The Elements. Lots Of Updates Incl Furnace & A/C, Shingles, Flooring, Granite Countertops, Marble Tiles, & More!",X4934550,Fruitland,http://www.zoocasa.com//hamilton-on-real-estate/7933361-47-sandy-dr-hamilton-on-l8e4x4,Attached,Forced Air,Gas,Central Air
24,570,33 Callon Dr,747000.0,769900.0,house-attached,3,3,1500,2000,-79.9338093,43.2114274,L9K0H8,2020-12-23T16:35:04.545Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10406563-33-callon-dr-hamilton-on-l9k0h8,/hamilton-on-real-estate/33-callon-dr,570,"33 Callon Dr, Hamilton (X5070310) | Zoocasa",Att/Row/Twnhouse,Brick,Full and Unfinished,3,1,19.75 feet,124.84 feet,True,3.0,0-5,"Inclusions: 2 Fridge, Stove, Dishwasher, Washer, Dryer, All Curtain Rods & Blinds. Rental: Hot Water Heater",False,Rare To Find Such A Home In Ancaster Completely Freehold W/3 Parking Spaces +Huge Backyard + 3 Lrg Bdrms + High Ceilings +Oversized Windows And Tons Of Upgrades Inc: 2nd Flr Laundry +Luxurious Waterproof Vinyl Throughout Main Floor +Carrara Tiles In All Baths +Quartz Counters Throughout +Extended Height Kitchen Cabinet +Pot & Pan Drawers +Tv Conduit. Access To Highway.,X5070310,Falkirk West,http://www.zoocasa.com//hamilton-on-real-estate/10406563-33-callon-dr-hamilton-on-l9k0h8,Attached,Forced Air,Gas,Central Air
24,571,101 Shoreview Pl,390000.0,399990.0,condo-highrise,1,1,500,599,-79.7206715,43.2386123,L8E0K3,2020-12-21T20:36:48.741Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10402918-513-101-shoreview-pl-hamilton-on-l8e0k3,/hamilton-on-real-estate/513-101-shoreview-pl,571,"513 - 101 Shoreview Pl, Hamilton (X5069257) | Zoocasa",Condo Apt,Brick and Stucco/Plaster,Full,1,1,,,True,1.0,0-5,"Inclusions: Stainless Steel Fridge, Stove, Built-In-Dishwasher, Microwave, Stack-Able Washer, And Dryer.",False,"Stunning 1bedroom 1 Bath In Sought After Sapphire Development By Award-Winning Developer New Horizon!!! Featuring Views Of Lake Ontario From Your Balcony, 9ft Ceilings, Laminate Flooring Throughout, Geothermal Heating And Cooling, In-Suite Laundry, Stainless Steel Fridge, Stove, Built-In-Dishwasher, Microwave, Stack-Able Washer, And Dryer All Included; With One Underground Parking Space And Locker.",X5069257,Community Beach,http://www.zoocasa.com//hamilton-on-real-estate/10402918-513-101-shoreview-pl-hamilton-on-l8e0k3,Undergrnd,Forced Air,Grnd Srce,Central Air
24,572,11 Stockbridge Gdns,605500.0,599900.0,townhouse,3,2,1400,1599,-79.78840749999999,43.19732399999999,L8J0H5,2020-12-18T18:50:47.352Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10398202-23-11-stockbridge-gdns-hamilton-on-l8j0h5-vow,/hamilton-on-real-estate/23-11-stockbridge-gdns,572,"23 - 11 Stockbridge Gdns, Hamilton (X5067937) | Zoocasa",Condo Townhouse,Brick and Metal/Side,None,1,1,,,True,1.0,,,False,"Immaculate Marz Built 3 Bedroom 2.5 Bath Townhome Backing Onto A Treed Private Setting. Large Eat-In Kitchen With S/S Appliances. Finished Den Area On 1st Flr. Ensuite, Walk-In Closet, Cond Road, 76.00/Mo. Clsoe To Schools & Amenities. Easy Access To Red Hill, Linc Pkwy & Qew Easy To Show Rsa.",X5067937,Vincent,http://www.zoocasa.com//hamilton-on-real-estate/10398202-23-11-stockbridge-gdns-hamilton-on-l8j0h5-vow,Attached,Forced Air,Gas,Central Air
24,573,11 Stockbridge Gdns,575100.0,499000.0,house-attached,2,2,1100,1500,-79.78840749999999,43.19732399999999,L8J0H5,2020-12-18T17:35:07.721Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10398076-8-11-stockbridge-gdns-hamilton-on-l8j0h5,/hamilton-on-real-estate/8-11-stockbridge-gdns,573,"8 - 11 Stockbridge Gdns, Hamilton (X5067870) | Zoocasa",Att/Row/Twnhouse,Stone and Vinyl Siding,None,2,1,,,True,2.0,0-5,"Inc All Appliances And Window Coverings. Visitor Parking In Front Of The House. Close To Many Amenities, Access To The Bruce Trail, Parks, And Schools,Rec Centre, Shopping And Restaurants. Small Road Maintenance Fee $76.",False,"Freehold,Conveniently Located .This Stunning 2 Bedroom 2 Washroom Modern Town Home Is The Perfect Mix Of Contemporary & Cozy. Upon Entry This Wonderful Home Graces You With A Spacious And Welcoming Foyer. Ample Space For Storage,Upstairs Open-Concept Dinette & Living Room With Walk-Out To Balcony Filled With Natural Light , An Entertainer'S Dream, Top Level Boasts A Spacious And Bright M. Bedroom,Good Size 2nd Bedroom& Laundry .",X5067870,Vincent,http://www.zoocasa.com//hamilton-on-real-estate/10398076-8-11-stockbridge-gdns-hamilton-on-l8j0h5,Attached,Forced Air,Gas,Central Air
24,574,7 Callon Dr,795000.0,699999.0,house-attached,3,3,1500,2000,-79.9337287,43.21144030000001,L9K0H8,2020-12-18T15:35:43.443Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10397586-7-callon-dr-hamilton-on-l9k0h8,/hamilton-on-real-estate/7-callon-dr,574,"7 Callon Dr, Hamilton (X5067616) | Zoocasa",Att/Row/Twnhouse,Brick and Stone,Full,2,1,19.71 feet,124.87 feet,True,2.0,0-5,"All Elf'S , All Window Coverings,  S/S Appliances Including Fridge, Stove, B/In Dishwasher.  White Washer, Dryer. Garage Door Opener, Central Air. Unspoiled Bsmnt Waiting For Your Professional Touch!!! Rare To Find In The Nghbrhd. 10+++",False,"Very Well Kept 1.5 Years Young 2 Storey Freehold Townhouse In Tiffany Hills Of Meadowlands In Ancaster (Stone/Brick) Elevation With A Deep Lot 125 Feet(Approx.) Mn Flr Has 9""Ceiling. Grt. Rm Features Open Concept, Pot Lights,Large Windows With Gleaming Hrdwd. Gourmet Kitchen With Quartz Counter. S/S Appliances, Huge B/Fast Area. Access From Garage 2 Home. Hrdwd Stairs Leading To 2nd Floor. Master Has Huge W/In With 4 Pcs Ensuite.  2Other Bdrms  Of Good Size",X5067616,Falkirk West,http://www.zoocasa.com//hamilton-on-real-estate/10397586-7-callon-dr-hamilton-on-l9k0h8,Attached,Forced Air,Gas,Central Air
24,575,84 Clinton St,580000.0,499900.0,house-detached,4,3,1100,1500,-79.8319612,43.257048,L8L3K2,2020-12-17T20:36:03.842Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10395951-84-clinton-st-hamilton-on-l8l3k2,/hamilton-on-real-estate/84-clinton-st,575,"84 Clinton St, Hamilton (X5067242) | Zoocasa",Detached,Brick and Vinyl Siding,Finished and Sep Entrance,4,1,19.25 feet,120 feet,True,4.0,,"Furnace, A/C & Hot Water Tank Are Owned. 2 Fridges, 2 Stoves, Stainless Steel Dishwasher, Washer, Dryer, 2 In One Washer/Dryer & Window Coverings Included.",False,"Attention Investors, 1st Time Buyers & Downsizers! Almost $200,000 Worth Of Professional Remodeling, Renovations & Upgrades Incl. Brand New Kitchen Fully Equipped W/Stainless Steel Appliances, 6 Dozen Interior & Exterior Led Pot Lights, Main & Lower Level Laundry, Quartz Countertops Throughout, Laminate Flooring Throughout, In-Law Suite With Separate Entrance, Private 4 Car Parking & So Much More! Don'T Wait, This Property Won'T Last!",X5067242,Stipley,http://www.zoocasa.com//hamilton-on-real-estate/10395951-84-clinton-st-hamilton-on-l8l3k2,None,Forced Air,Gas,Central Air
24,576,47 Wood St E,667875.0,549900.0,house-semidetached,3,2,1100,1500,-79.86032999999999,43.271336,L8L3Y2,2020-12-17T20:35:38.074Z,2020-12-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10395927-47-wood-st-e-hamilton-on-l8l3y2,/hamilton-on-real-estate/47-wood-st-e,576,"47 Wood St E, Hamilton (X5067228) | Zoocasa",Semi-Detached,Brick and Vinyl Siding,Full and Unfinished,2,1,32 feet,120 feet,True,2.0,100+,"Incl: Stainless Steel Fridge, Gas Stove, Dishwasher, Dryer. Rental: Hot Water Heater.",False,"Appreciate The Wow Factor Of This Home. Situated Only 2 Blocks South Of The Lovely Pier & Steps Away From James St N In One Of Hamilton'S Best Kept Secrets. This Stunningly Updated Century Home Will Blow You Away With It'S Inviting And Very On-Trend Look, As Well As Rare Lot Size (32x120ft) With Two-Car Parking. Updated In 2020: Kitchen, Baths, Ac, Wdws, Flring Thoughout, Baseboards, Trim, Paint, Sod. Rsa",X5067228,North End East,http://www.zoocasa.com//hamilton-on-real-estate/10395927-47-wood-st-e-hamilton-on-l8l3y2,None,Forced Air,Gas,Central Air
